device,mode,impl,launcher,variant,lanes,stack_policy,copy_policy,phys,nzstack,bcopy,threads,nz,nxp,nyp,land_pct,toolchain,gpu_arch,ms_min,ms_med,ns_per_col,it_outer,it_inner,kd_sum,regs,local_b,reps,nrun,host,git_hash,_file
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,1,75,473,297,0,amdflang 23.0.0,none,5.1800919770E+03,5.1878127763E+03,35691.050366,145137,2936000,5.1066355936E+05,0,0,3,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,56,10,473,297,0,amdflang 23.0.0,none,9.3185540393E+00,9.3360306101E+00,64.205227,145197,299883,1.7667795128E+04,0,0,100,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,56,100,473,297,0,amdflang 23.0.0,none,1.5833991257E+02,1.5846975743E+02,1090.968620,145137,2935887,5.1127272001E+05,0,0,7,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,56,25,473,297,0,amdflang 23.0.0,none,2.9855608618E+01,2.9987707787E+01,205.706392,145137,2778428,2.4191559953E+05,0,0,34,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,56,30,473,297,0,amdflang 23.0.0,none,3.7456394591E+01,3.7548336446E+01,258.076125,145137,2866522,3.2998816625E+05,0,0,27,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,56,50,473,297,0,amdflang 23.0.0,none,7.1729078066E+01,7.1789622198E+01,494.216348,145137,2935578,4.9695304208E+05,0,0,14,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,full,faithful,128,0,56,75,473,297,0,amdflang 23.0.0,none,1.1375734311E+02,1.1388371411E+02,783.792852,145137,2936000,5.1066355936E+05,0,0,9,3,frontier00275,4581bbd,frontier_cpu_prod.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,1,10,64,64,0,amdflang 23.0.0,cc90,3.9178204676E+00,3.9182852721E+00,799.555197,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,1,100,64,64,0,amdflang 23.0.0,cc90,2.4717212459E+02,2.4744089553E+02,50443.290733,4900,99315,1.7375307995E+04,0,0,5,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,amdflang 23.0.0,cc90,3.7565802776E+01,3.7566018774E+01,7666.490362,4900,93699,8.2706422989E+03,0,0,27,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,amdflang 23.0.0,cc90,5.0245222193E+01,5.0274307095E+01,10254.126978,4900,96753,1.1269504893E+04,0,0,20,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,amdflang 23.0.0,cc90,1.0559810726E+02,1.0565869971E+02,21550.634135,4900,99272,1.6897225677E+04,0,0,10,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,amdflang 23.0.0,cc90,1.7636778935E+02,1.7660513629E+02,35993.426398,4900,99341,1.7354910659E+04,0,0,6,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,16,10,64,64,0,amdflang 23.0.0,cc90,1.0659581330E+00,1.0680097109E+00,217.542476,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,16,100,64,64,0,amdflang 23.0.0,cc90,1.8273747822E+01,1.8275881982E+01,3729.336290,4900,99315,1.7375307995E+04,0,0,55,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,16,25,64,64,0,amdflang 23.0.0,cc90,3.4880698379E+00,3.4884087974E+00,711.850987,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,16,30,64,64,0,amdflang 23.0.0,cc90,4.4936497090E+00,4.4944688911E+00,917.071369,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,16,50,64,64,0,amdflang 23.0.0,cc90,8.4558326704E+00,8.4623286687E+00,1725.680137,4900,99272,1.6897225677E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,16,75,64,64,0,amdflang 23.0.0,cc90,1.3379686108E+01,1.3384100683E+01,2730.548185,4900,99341,1.7354910659E+04,0,0,75,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,32,10,64,64,0,amdflang 23.0.0,cc90,5.4949915037E-01,5.4979131091E-01,112.142684,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,32,100,64,64,0,amdflang 23.0.0,cc90,9.2448383570E+00,9.2514500814E+00,1886.701706,4900,99315,1.7375307995E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,32,25,64,64,0,amdflang 23.0.0,cc90,1.7705377797E+00,1.7709222296E+00,361.334241,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,32,30,64,64,0,amdflang 23.0.0,cc90,2.2631024290E+00,2.2642758116E+00,461.857639,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,32,50,64,64,0,amdflang 23.0.0,cc90,4.2970437789E+00,4.2989818426E+00,876.947710,4900,99272,1.6897225677E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,32,75,64,64,0,amdflang 23.0.0,cc90,6.7749551497E+00,6.7754683504E+00,1382.643908,4900,99341,1.7354910659E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,56,10,64,64,0,amdflang 23.0.0,cc90,3.2785724849E-01,3.2934845425E-01,66.909643,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,56,100,64,64,0,amdflang 23.0.0,cc90,5.5374570889E+00,5.5380886188E+00,1130.093283,4900,99315,1.7375307995E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,56,25,64,64,0,amdflang 23.0.0,cc90,1.0523054516E+00,1.0523528513E+00,214.756215,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,56,30,64,64,0,amdflang 23.0.0,cc90,1.3378140936E+00,1.3385084225E+00,273.023284,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,56,50,64,64,0,amdflang 23.0.0,cc90,2.5607984001E+00,2.5624334579E+00,522.611918,4900,99272,1.6897225677E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,56,75,64,64,0,amdflang 23.0.0,cc90,4.0211121319E+00,4.0249903500E+00,820.635129,4900,99341,1.7354910659E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,8,10,64,64,0,amdflang 23.0.0,cc90,1.6552414233E+00,1.6666845977E+00,337.804372,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,8,100,64,64,0,amdflang 23.0.0,cc90,3.1885213910E+01,3.1886448258E+01,6507.186512,4900,99315,1.7375307995E+04,0,0,31,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,8,25,64,64,0,amdflang 23.0.0,cc90,5.9547927603E+00,5.9663500823E+00,1215.263829,4900,93699,8.2706422989E+03,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,8,30,64,64,0,amdflang 23.0.0,cc90,7.6822344400E+00,7.6935193175E+00,1567.802947,4900,96753,1.1269504893E+04,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,8,50,64,64,0,amdflang 23.0.0,cc90,1.4577839836E+01,1.4582693739E+01,2975.069354,4900,99272,1.6897225677E+04,0,0,67,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_multicore,dc,solo,faithful,1,prod,prod,faithful,128,0,8,75,64,64,0,amdflang 23.0.0,cc90,2.3224867758E+01,2.3225629123E+01,4739.768930,4900,99341,1.7354910659E+04,0,0,42,3,frontier08056,5f1887e,ks_min_frontier_20260804_000600.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,fit,prod,faithful,101,0,1,100,64,64,0,amdflang 23.0.0,cc90,2.4570515938E+02,2.4575839033E+02,50143.910078,4900,99315,1.7375307995E+04,0,0,5,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,fit,prod,faithful,11,0,1,10,64,64,0,amdflang 23.0.0,cc90,4.3360951031E+00,4.3408590136E+00,884.917368,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,fit,prod,faithful,26,0,1,25,64,64,0,amdflang 23.0.0,cc90,3.8135620110E+01,3.8154451073E+01,7782.779614,4900,93699,8.2706422989E+03,0,0,27,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,fit,prod,faithful,31,0,1,30,64,64,0,amdflang 23.0.0,cc90,5.0296781398E+01,5.0296844542E+01,10264.649265,4900,96753,1.1269504893E+04,0,0,20,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,fit,prod,faithful,51,0,1,50,64,64,0,amdflang 23.0.0,cc90,1.0563953300E+02,1.0565823619E+02,21559.088367,4900,99272,1.6897225677E+04,0,0,10,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,fit,prod,faithful,76,0,1,75,64,64,0,amdflang 23.0.0,cc90,1.7527521169E+02,1.7529681015E+02,35770.451365,4900,99341,1.7354910659E+04,0,0,6,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,10,64,64,0,amdflang 23.0.0,cc90,4.7975412942E+00,4.8036278924E+00,979.090060,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,100,64,64,0,amdflang 23.0.0,cc90,2.4700997360E+02,2.4715550523E+02,50410.198694,4900,99315,1.7375307995E+04,0,0,5,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,amdflang 23.0.0,cc90,3.8255039430E+01,3.8280063550E+01,7807.150904,4900,93699,8.2706422989E+03,0,0,27,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,amdflang 23.0.0,cc90,5.1088543609E+01,5.1093850448E+01,10426.233390,4900,96753,1.1269504893E+04,0,0,20,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,amdflang 23.0.0,cc90,1.0620883470E+02,1.0624158122E+02,21675.272388,4900,99272,1.6897225677E+04,0,0,10,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,dc_serial,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,amdflang 23.0.0,cc90,1.7550419100E+02,1.7557904582E+02,35817.181837,4900,99341,1.7354910659E+04,0,0,6,3,frontier08056,5f1887e,ks_min_frontier_20260804_000400.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,fit,prod,faithful,101,0,1,100,64,64,0,amdflang 23.0.0,cc90,2.4518244117E+02,2.4521025922E+02,50037.232892,4900,99315,1.7375307995E+04,0,0,5,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,fit,prod,faithful,11,0,1,10,64,64,0,amdflang 23.0.0,cc90,3.8558497000E+00,3.8603270939E+00,786.908102,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,fit,prod,faithful,26,0,1,25,64,64,0,amdflang 23.0.0,cc90,3.7045174296E+01,3.7047739641E+01,7560.239652,4900,93699,8.2706422989E+03,0,0,28,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,fit,prod,faithful,31,0,1,30,64,64,0,amdflang 23.0.0,cc90,4.9822003847E+01,4.9828474521E+01,10167.755887,4900,96753,1.1269504893E+04,0,0,21,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,fit,prod,faithful,51,0,1,50,64,64,0,amdflang 23.0.0,cc90,1.0472054603E+02,1.0472106799E+02,21371.540006,4900,99272,1.6897225677E+04,0,0,10,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,fit,prod,faithful,76,0,1,75,64,64,0,amdflang 23.0.0,cc90,1.7374603171E+02,1.7377029701E+02,35458.373818,4900,99341,1.7354910659E+04,0,0,6,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,10,64,64,0,amdflang 23.0.0,cc90,3.8747599674E+00,3.8761077914E+00,790.767340,4902,11606,6.8205675711E+02,0,0,100,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,100,64,64,0,amdflang 23.0.0,cc90,2.4586819122E+02,2.4587348532E+02,50177.181882,4900,99315,1.7375307995E+04,0,0,5,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,25,64,64,0,amdflang 23.0.0,cc90,3.7373866368E+01,3.7385253667E+01,7627.319667,4900,93699,8.2706422989E+03,0,0,27,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,30,64,64,0,amdflang 23.0.0,cc90,4.9990079100E+01,5.0046808156E+01,10202.056959,4900,96753,1.1269504893E+04,0,0,21,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,50,64,64,0,amdflang 23.0.0,cc90,1.0490051359E+02,1.0494045308E+02,21408.268080,4900,99272,1.6897225677E+04,0,0,10,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
EPYC 7A53,serial_do,dc,solo,faithful,1,prod,prod,faithful,128,0,1,75,64,64,0,amdflang 23.0.0,cc90,1.7429638483E+02,1.7430342843E+02,35570.690782,4900,99341,1.7354910659E+04,0,0,6,3,frontier08056,5f1887e,ks_min_frontier_20260804_000100.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,fit,prod,faithful,101,0,1,100,473,297,0,nvfortran 26.3,cc90,4.1645164000E+01,4.1653232000E+01,286.936922,145137,2935887,5.1127272001E+05,96,52640,25,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,fit,prod,faithful,11,0,1,10,473,297,0,nvfortran 26.3,cc90,1.3348010000E+00,1.3349290000E+00,9.196835,145197,299883,1.7667795128E+04,96,6560,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,fit,prod,faithful,26,0,1,25,473,297,0,nvfortran 26.3,cc90,6.3747600000E+00,6.3767820000E+00,43.922363,145137,2778428,2.4191559953E+05,96,14240,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,fit,prod,faithful,31,0,1,30,473,297,0,nvfortran 26.3,cc90,8.4045290000E+00,8.4074400000E+00,57.907556,145137,2866522,3.2998816625E+05,96,16800,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,fit,prod,faithful,51,0,1,50,473,297,0,nvfortran 26.3,cc90,1.7582266667E+01,1.7582436842E+01,121.142553,145137,2935578,4.9695304208E+05,96,27040,57,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,fit,prod,faithful,76,0,1,75,473,297,0,nvfortran 26.3,cc90,2.9405711429E+01,2.9414617647E+01,202.606582,145137,2936000,5.1066355936E+05,96,39840,35,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,prod,prod,faithful,128,0,1,10,473,297,0,nvfortran 26.3,cc90,1.3487690000E+00,1.3491200000E+00,9.293075,145197,299883,1.7667795128E+04,96,66464,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,prod,prod,faithful,128,0,1,100,473,297,0,nvfortran 26.3,cc90,4.1447124000E+01,4.1447236000E+01,285.572418,145137,2935887,5.1127272001E+05,96,66464,25,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,prod,prod,faithful,128,0,1,25,473,297,0,nvfortran 26.3,cc90,6.3754610000E+00,6.3762500000E+00,43.927193,145137,2778428,2.4191559953E+05,96,66464,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,prod,prod,faithful,128,0,1,30,473,297,0,nvfortran 26.3,cc90,8.2989000000E+00,8.3025310000E+00,57.179768,145137,2866522,3.2998816625E+05,96,66464,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,prod,prod,faithful,128,0,1,50,473,297,0,nvfortran 26.3,cc90,1.7437827586E+01,1.7441379310E+01,120.147361,145137,2935578,4.9695304208E+05,96,66464,58,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_faithful,cuda_faithful,cmp,cuda,1,prod,prod,faithful,128,0,1,75,473,297,0,nvfortran 26.3,cc90,2.9411997059E+01,2.9413152941E+01,202.649890,145137,2936000,5.1066355936E+05,96,66464,35,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,fit,prod,faithful,101,0,1,100,473,297,0,nvfortran 26.3,cc90,4.1597604000E+01,4.1614924000E+01,286.609231,145137,2935887,5.1127272001E+05,96,52640,25,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,fit,prod,faithful,11,0,1,10,473,297,0,nvfortran 26.3,cc90,1.3333400000E+00,1.3334010000E+00,9.186768,145197,299883,1.7667795128E+04,96,6560,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,fit,prod,faithful,26,0,1,25,473,297,0,nvfortran 26.3,cc90,6.3757110000E+00,6.3779410000E+00,43.928915,145137,2778428,2.4191559953E+05,96,14240,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,fit,prod,faithful,31,0,1,30,473,297,0,nvfortran 26.3,cc90,8.4071180000E+00,8.4087110000E+00,57.925395,145137,2866522,3.2998816625E+05,96,16800,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,fit,prod,faithful,51,0,1,50,473,297,0,nvfortran 26.3,cc90,1.7562407018E+01,1.7564296491E+01,121.005719,145137,2935578,4.9695304208E+05,96,27040,57,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,fit,prod,faithful,76,0,1,75,473,297,0,nvfortran 26.3,cc90,2.9379142857E+01,2.9381529412E+01,202.423523,145137,2936000,5.1066355936E+05,96,39840,34,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,prod,prod,faithful,128,0,1,10,473,297,0,nvfortran 26.3,cc90,1.3509510000E+00,1.3510200000E+00,9.308109,145197,299883,1.7667795128E+04,96,66464,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,prod,prod,faithful,128,0,1,100,473,297,0,nvfortran 26.3,cc90,4.1400880000E+01,4.1404200000E+01,285.253795,145137,2935887,5.1127272001E+05,96,66464,25,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,prod,prod,faithful,128,0,1,25,473,297,0,nvfortran 26.3,cc90,6.3756010000E+00,6.3764620000E+00,43.928158,145137,2778428,2.4191559953E+05,96,66464,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,prod,prod,faithful,128,0,1,30,473,297,0,nvfortran 26.3,cc90,8.2993890000E+00,8.3008190000E+00,57.183137,145137,2866522,3.2998816625E+05,96,66464,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,prod,prod,faithful,128,0,1,50,473,297,0,nvfortran 26.3,cc90,1.7423777586E+01,1.7425413793E+01,120.050556,145137,2935578,4.9695304208E+05,96,66464,58,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,cuda_opt,cuda_opt,cmp,cuda,1,prod,prod,faithful,128,0,1,75,473,297,0,nvfortran 26.3,cc90,2.9387651429E+01,2.9388374286E+01,202.482147,145137,2936000,5.1066355936E+05,96,66464,35,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,fit,prod,faithful,101,0,1,100,473,297,0,nvfortran 26.3,cc90,7.3523014286E+01,7.3525071429E+01,506.576643,145137,2935887,5.1127272001E+05,254,52944,14,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,fit,prod,faithful,11,0,1,10,473,297,0,nvfortran 26.3,cc90,1.7586190000E+00,1.7594390000E+00,12.116958,145197,299883,1.7667795128E+04,254,6864,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,fit,prod,faithful,26,0,1,25,473,297,0,nvfortran 26.3,cc90,9.2853600000E+00,9.2862390000E+00,63.976519,145137,2778428,2.4191559953E+05,254,14544,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,fit,prod,faithful,31,0,1,30,473,297,0,nvfortran 26.3,cc90,1.2701798734E+01,1.2703870886E+01,87.515924,145137,2866522,3.2998816625E+05,254,17104,79,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,fit,prod,faithful,51,0,1,50,473,297,0,nvfortran 26.3,cc90,2.9003222857E+01,2.9005485714E+01,199.833418,145137,2935578,4.9695304208E+05,254,27344,35,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,fit,prod,faithful,76,0,1,75,473,297,0,nvfortran 26.3,cc90,5.0281060000E+01,5.0295090000E+01,346.438606,145137,2936000,5.1066355936E+05,254,40144,20,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,prod,prod,faithful,128,0,1,10,473,297,0,nvfortran 26.3,cc90,1.8764090000E+00,1.8770200000E+00,12.928536,145197,299883,1.7667795128E+04,254,66768,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,prod,prod,faithful,128,0,1,100,473,297,0,nvfortran 26.3,cc90,7.2088564286E+01,7.2092300000E+01,496.693223,145137,2935887,5.1127272001E+05,254,66768,14,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,prod,prod,faithful,128,0,1,25,473,297,0,nvfortran 26.3,cc90,9.5188280000E+00,9.5198680000E+00,65.585123,145137,2778428,2.4191559953E+05,254,66768,100,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
GH200,dc_gpu,dc,cmp,faithful,1,prod,prod,faithful,128,0,1,30,473,297,0,nvfortran 26.3,cc90,1.2808267949E+01,1.2810936709E+01,88.249502,145137,2866522,3.2998816625E+05,254,66768,79,3,gh1,5f1887e,ks_min_gh2_20260804_002200.csv
